userSeq,ancient,medieval,modern,donation,painting,world,craft,science,space,human,natural,future,createdAt,updatedAt
13949,22,0,0,7,0,0,10,7,13,22,23,11,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13950,30,0,0,16,11,19,16,21,7,11,9,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13951,16,26,13,22,30,7,5,2,0,4,24,23,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13952,26,12,11,12,29,11,24,14,24,8,0,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13953,2,0,0,21,28,26,11,10,0,6,3,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13954,8,0,0,12,23,8,6,1,20,16,15,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13955,27,16,5,19,0,0,15,1,15,0,13,9,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13956,19,0,0,17,22,3,7,26,0,6,28,3,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13957,1,0,0,27,0,0,8,30,5,28,0,1,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13958,4,0,0,29,0,0,1,20,17,13,3,16,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13959,21,0,0,18,0,0,1,8,0,11,15,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13960,16,3,9,30,0,0,9,16,6,3,4,25,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13961,13,21,20,20,20,28,27,2,29,5,0,19,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13962,9,18,2,30,0,0,19,7,0,13,0,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13963,10,4,18,6,6,8,1,22,0,5,23,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13964,28,14,8,16,13,2,25,11,1,10,12,18,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13965,13,0,0,7,21,17,11,9,0,0,2,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13966,26,11,16,22,13,6,21,27,18,2,30,30,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13967,24,12,25,3,0,0,22,22,0,27,24,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13968,21,0,0,6,20,30,21,2,1,25,28,16,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13969,10,0,0,27,2,29,10,20,11,7,12,28,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13970,28,0,0,7,27,20,22,3,13,27,18,29,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13971,29,0,0,17,23,1,24,10,5,15,0,10,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13972,28,0,0,2,0,0,16,16,25,3,0,1,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13973,16,9,8,5,27,19,30,16,0,5,21,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13974,1,0,0,22,13,9,12,20,8,26,30,27,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13975,10,14,4,2,24,12,17,30,0,0,2,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13976,3,0,0,4,11,3,29,13,7,0,10,2,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13977,23,11,14,8,0,0,23,27,0,7,16,6,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13978,6,2,5,5,16,16,27,12,26,30,0,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13979,8,14,27,27,18,3,23,16,0,15,26,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13980,11,25,16,12,10,11,29,12,16,0,11,6,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13981,27,24,4,2,6,23,8,27,0,4,29,20,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13982,21,23,17,27,0,0,16,25,13,16,24,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13983,18,27,17,18,26,2,3,9,27,26,29,6,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13984,10,1,7,12,0,0,30,4,20,20,22,1,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13985,11,0,0,22,0,0,24,19,5,18,7,11,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13986,18,20,8,19,1,30,21,13,28,10,18,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13987,18,2,10,7,0,0,11,8,11,14,22,11,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13988,12,17,29,14,20,9,22,27,0,8,0,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13989,18,20,7,15,9,8,11,21,0,30,18,24,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13990,29,0,0,15,0,0,16,18,0,22,30,5,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13991,11,20,25,28,0,0,2,12,21,9,26,30,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13992,20,11,27,18,23,27,13,6,7,30,27,1,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13993,23,13,16,28,23,18,20,19,13,7,2,27,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13994,26,0,0,29,0,0,4,14,0,26,0,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13995,12,0,0,17,0,0,28,23,0,23,6,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13996,9,0,0,20,0,0,30,14,0,9,16,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13997,14,8,12,29,16,15,28,1,17,12,19,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13998,14,7,4,16,30,16,16,21,0,21,3,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
13999,25,0,0,27,0,0,22,17,0,6,20,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14000,29,22,7,11,4,24,18,25,0,27,0,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14001,3,26,18,29,0,0,30,22,14,1,0,3,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14002,10,0,0,21,0,0,22,17,0,0,7,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14003,1,0,0,7,0,0,29,13,13,5,18,17,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14004,1,24,2,29,0,0,25,3,0,23,0,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14005,7,24,7,19,0,0,8,16,21,11,24,28,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14006,1,0,0,13,19,18,20,12,0,7,0,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14007,12,0,0,25,1,25,14,16,0,0,10,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14008,12,0,0,11,27,29,15,22,0,4,0,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14009,29,29,3,8,0,0,10,15,12,4,17,21,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14010,11,0,0,4,0,0,10,5,0,20,10,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14011,24,21,1,6,3,8,29,28,0,14,21,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14012,23,0,0,29,0,0,30,4,0,0,21,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14013,5,0,0,9,0,0,29,14,0,16,20,0,"2020-06-20 05:50:46","2020-06-20 05:50:46"
14014,18,10,4,9,25,10,25,18,0,21,15,2,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14015,12,1,16,26,29,2,8,22,4,17,3,28,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14016,7,5,5,17,0,0,13,16,0,25,30,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14017,30,19,28,9,6,1,4,6,24,29,27,23,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14018,5,15,15,3,10,21,21,15,18,20,0,23,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14019,6,0,0,14,0,0,5,25,20,24,21,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14020,30,17,25,2,0,0,12,8,23,13,29,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14021,14,12,28,3,20,15,29,21,0,26,19,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14022,30,0,0,20,21,12,18,25,9,10,7,17,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14023,13,29,28,11,0,0,27,28,0,9,30,1,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14024,28,4,26,21,29,30,29,21,0,0,15,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14025,20,11,8,4,14,18,7,4,6,0,17,21,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14026,30,0,0,6,25,12,23,18,0,19,6,27,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14027,15,0,0,16,27,13,2,3,22,1,28,20,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14028,18,10,12,10,0,0,13,29,0,25,25,13,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14029,2,0,0,15,19,14,16,21,0,10,24,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14030,25,0,0,27,0,0,1,24,0,15,21,16,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14031,21,24,26,11,1,19,1,17,0,8,0,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14032,7,8,2,12,0,0,1,13,0,17,5,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14033,7,0,0,5,22,25,6,5,0,25,24,29,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14034,25,0,0,7,0,0,9,11,0,1,28,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14035,4,0,0,11,0,0,16,7,16,6,10,18,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14036,2,8,26,23,0,0,3,7,19,14,0,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14037,3,17,25,28,29,3,7,6,26,1,0,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14038,18,0,0,12,24,26,4,23,8,3,27,16,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14039,17,14,13,5,26,17,30,6,14,29,16,1,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14040,30,0,0,2,21,12,30,29,18,20,29,14,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14041,8,0,0,17,29,30,1,2,14,11,19,25,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14042,14,13,16,11,12,4,2,23,0,30,20,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14043,27,25,4,18,1,22,29,8,0,14,28,7,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14044,9,27,1,15,0,0,9,27,30,18,6,17,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14045,16,21,17,1,21,12,15,24,1,2,15,26,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14046,9,15,12,30,2,25,3,28,0,5,8,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14047,12,24,22,5,0,0,25,27,15,21,29,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14048,7,12,13,27,26,6,2,17,0,17,13,18,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14049,17,13,28,8,1,27,13,7,0,6,5,28,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14050,24,1,2,9,0,0,6,15,29,10,19,7,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14051,16,27,29,1,0,0,14,21,12,27,4,12,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14052,22,22,16,26,18,5,18,9,15,11,26,11,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14053,25,0,0,12,2,8,2,27,0,12,0,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14054,9,11,5,3,0,0,8,13,0,16,8,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14055,13,19,14,1,0,0,29,5,26,13,20,15,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14056,11,9,22,7,0,0,29,8,0,26,7,9,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14057,7,21,28,19,10,22,16,6,0,18,21,3,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14058,9,28,23,26,8,16,28,29,0,19,8,5,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14059,19,0,0,8,0,0,3,13,0,5,10,11,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14060,23,15,24,28,0,0,5,9,4,16,17,14,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14061,8,13,22,10,0,0,12,28,23,15,11,2,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14062,9,0,0,19,6,16,17,4,16,1,4,1,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14063,1,22,3,29,0,0,29,2,23,0,11,30,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14064,20,23,10,26,20,14,29,5,0,30,13,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14065,15,0,0,16,28,23,1,11,9,23,12,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14066,17,28,12,22,16,23,17,10,0,17,0,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14067,25,19,13,16,0,0,8,10,0,20,10,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14068,8,2,15,13,0,0,9,4,0,7,12,30,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14069,16,0,0,13,0,0,3,13,0,21,20,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14070,20,3,12,3,17,27,2,20,0,28,28,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14071,0,0,0,0,0,0,0,18,0,0,0,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14072,14,0,0,25,9,24,17,8,13,21,26,12,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14073,18,0,0,16,0,0,18,14,12,27,25,11,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14074,26,7,21,30,0,0,10,15,10,0,19,6,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14075,8,0,0,1,14,29,26,6,25,20,8,20,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14076,1,9,25,18,4,20,21,1,0,0,13,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14077,8,0,0,29,0,0,14,2,0,13,0,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14078,15,0,0,8,0,0,17,19,0,19,24,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14079,10,0,0,4,29,22,17,15,0,20,0,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14080,23,0,0,21,15,27,18,5,0,18,0,0,"2020-06-20 05:50:47","2020-06-20 05:50:47"
14081,13,0,0,3,0,0,28,13,0,11,19,2,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14082,17,0,0,11,0,0,23,16,0,0,22,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14083,17,0,0,29,24,9,30,22,0,0,26,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14084,29,0,0,3,3,11,30,16,24,0,19,22,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14085,29,0,0,28,0,0,15,12,30,7,3,2,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14086,13,11,23,10,0,0,25,22,15,12,6,5,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14087,4,6,7,27,1,2,1,18,0,30,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14088,25,0,0,18,0,0,8,29,0,1,10,22,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14089,20,0,0,30,0,0,28,26,0,2,22,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14090,18,7,26,16,5,4,14,15,0,0,15,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14091,12,12,5,9,0,0,27,25,0,24,7,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14092,20,0,0,26,0,0,5,25,0,0,25,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14093,29,0,0,1,0,0,24,19,13,3,5,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14094,2,21,30,10,0,0,23,28,16,26,13,17,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14095,21,20,24,21,0,0,18,16,30,2,15,28,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14096,2,0,0,3,29,8,1,27,0,14,21,19,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14097,13,8,29,4,0,0,26,22,0,15,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14098,8,20,14,9,30,1,24,16,1,14,21,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14099,18,28,23,22,22,6,10,2,9,30,18,17,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14100,20,0,0,17,0,0,30,30,19,14,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14101,27,15,24,12,18,7,1,23,4,29,3,19,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14102,19,4,9,4,14,17,13,1,15,6,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14103,28,0,0,27,0,0,1,28,8,3,7,22,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14104,16,0,0,2,0,0,1,19,0,27,29,14,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14105,2,7,28,28,26,15,17,26,0,26,1,6,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14106,6,0,0,9,4,9,19,10,0,18,12,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14107,18,0,0,29,13,3,7,28,0,18,21,27,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14108,26,0,0,5,0,0,25,14,0,19,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14109,19,6,5,8,20,18,8,25,0,21,19,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14110,10,15,27,12,0,0,30,28,0,0,28,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14111,17,29,15,14,18,21,22,12,19,0,26,20,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14112,18,7,29,3,0,0,4,16,0,9,23,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14113,27,0,0,23,7,8,20,17,0,22,22,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14114,19,0,0,13,23,24,8,21,16,24,5,6,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14115,20,0,0,17,27,29,1,8,0,0,26,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14116,22,0,0,13,0,0,14,13,0,30,3,12,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14117,22,21,3,27,27,15,19,3,0,0,15,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14118,22,0,0,18,23,26,21,7,29,0,14,25,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14119,23,0,0,16,0,0,5,23,29,16,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14120,17,0,0,0,0,0,0,0,0,0,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14121,16,0,0,23,0,0,1,2,0,15,25,8,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14122,17,0,0,8,16,26,17,24,0,27,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14123,30,0,0,5,0,0,4,28,19,8,19,20,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14124,25,0,0,19,0,0,4,30,21,0,20,5,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14125,5,14,5,7,25,11,26,4,0,26,27,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14126,10,0,0,29,0,0,20,18,12,13,0,5,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14127,13,29,5,23,0,0,3,9,0,0,30,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14128,27,0,0,19,0,0,12,12,27,12,0,13,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14129,22,0,0,26,11,15,7,20,0,18,5,18,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14130,3,24,9,17,0,0,24,29,24,19,11,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14131,26,0,0,8,0,0,29,8,1,11,2,19,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14132,14,16,15,10,27,22,8,2,4,25,29,20,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14133,13,0,0,26,26,17,27,23,0,7,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14134,27,10,12,6,0,0,23,25,0,20,12,9,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14135,22,1,9,15,0,0,17,18,14,24,10,20,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14136,19,0,0,4,23,16,10,7,0,8,5,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14137,13,21,6,15,22,26,27,9,4,27,22,4,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14138,7,0,0,19,0,0,9,1,6,7,11,2,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14139,25,0,0,23,3,17,15,8,0,18,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14140,4,0,0,8,12,12,26,3,0,0,6,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14141,25,0,0,9,0,0,12,22,0,22,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14142,15,0,0,19,27,17,14,27,11,4,18,18,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14143,27,0,0,20,0,0,29,1,0,2,20,26,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14144,22,0,0,13,0,0,5,7,6,0,28,24,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14145,17,0,0,18,0,0,20,4,3,2,6,29,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14146,11,2,22,26,8,5,18,26,2,12,6,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14147,18,22,14,20,0,0,15,19,9,18,16,23,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14148,3,1,4,4,19,17,14,18,0,0,6,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14149,6,9,16,1,1,11,18,15,4,16,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14150,15,0,0,20,0,0,29,15,14,27,0,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14151,10,13,16,25,0,0,20,5,0,0,24,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14152,7,15,1,18,25,7,11,29,0,0,9,0,"2020-06-20 05:50:48","2020-06-20 05:50:48"
14153,9,4,2,13,0,0,22,15,26,1,28,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14154,15,16,29,4,0,0,27,19,9,6,18,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14155,22,14,18,7,0,0,26,16,22,20,8,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14156,1,0,0,3,3,22,19,3,12,22,3,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14157,5,21,21,14,18,5,26,7,0,3,0,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14158,10,9,19,7,25,27,9,13,12,29,6,18,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14159,18,12,5,25,21,12,20,23,0,4,3,28,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14160,7,8,22,29,7,14,28,26,24,11,6,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14161,30,0,0,28,13,21,26,14,0,15,6,19,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14162,18,23,6,22,1,20,18,12,28,7,2,28,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14163,29,0,0,26,0,0,18,29,0,30,10,10,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14164,5,13,13,26,0,0,27,18,9,5,18,24,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14165,6,0,0,28,15,20,29,27,15,27,4,11,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14166,3,0,0,29,0,0,22,10,0,25,26,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14167,30,18,30,3,18,4,16,12,0,13,0,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14168,22,22,12,25,0,0,7,1,0,30,13,1,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14169,9,12,17,3,0,0,6,1,0,1,29,22,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14170,1,18,19,28,12,18,8,2,7,0,23,5,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14171,13,0,0,6,0,0,5,1,14,1,3,19,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14172,5,0,0,6,22,30,20,23,11,0,24,17,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14173,29,16,26,17,9,3,7,22,17,0,18,16,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14174,22,29,7,4,0,0,9,26,7,24,13,8,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14175,24,0,0,30,0,0,28,26,24,27,2,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14176,5,0,0,4,0,0,7,26,16,9,0,20,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14177,7,24,18,14,24,6,9,6,3,29,0,29,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14178,28,3,11,17,0,0,28,29,4,7,22,22,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14179,16,18,11,9,0,0,30,2,30,3,0,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14180,6,0,0,28,0,0,6,13,25,15,0,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14181,25,26,11,30,3,24,4,12,0,13,22,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14182,30,0,0,18,4,11,16,11,22,24,8,1,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14183,5,0,0,30,0,0,12,14,0,1,27,28,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14184,14,0,0,24,0,0,2,24,21,7,19,19,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14185,24,0,0,22,5,26,15,30,22,28,14,8,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14186,7,7,9,13,19,19,10,23,0,0,10,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14187,18,18,28,10,0,0,19,5,0,21,22,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14188,19,12,9,9,0,0,6,13,0,19,22,16,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14189,25,0,0,7,0,0,2,20,0,22,0,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14190,21,0,0,1,0,0,20,21,5,0,15,27,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14191,22,0,0,29,0,0,12,28,16,12,29,21,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14192,8,0,0,10,0,0,26,13,9,11,10,10,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14193,23,19,4,28,0,0,13,24,2,21,19,24,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14194,20,0,0,23,21,16,14,29,9,29,13,14,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14195,12,28,7,16,0,0,6,29,0,17,0,0,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14196,17,11,15,7,7,6,17,10,0,6,28,3,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14197,9,27,3,5,26,14,26,2,29,22,20,28,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14198,9,9,14,2,0,0,4,5,27,7,4,25,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14199,12,3,20,17,2,28,7,2,26,3,7,27,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14200,24,4,24,4,19,15,30,13,1,0,24,23,"2020-06-20 05:50:49","2020-06-20 05:50:49"
14201,2,14,8,4,0,0,23,20,22,11,3,2,"2020-06-20 05:50:49","2020-06-20 05:50:49"
